opportunity_id;sales_agent;Produto;Conta;deal_stage;engage_date;close_date; close_value 
OK39IHP1;Rosalina Dieter;MG Special;;Engaging;18/05/2017;;
5FG7S674;Rosie Papadopoulos;MG Special;Zencorporation;Lost;18/05/2017;14/08/2017; R$ -   
KJXB9Q7O;Versie Hillebrand;MG Special;Finhigh;Lost;18/05/2017;24/05/2017; R$ -   
CX4ZLSDW;Wilburn Farren;MG Special;;Engaging;18/05/2017;;
UFL6ZQDV;Zane Levy;GTX Basic;;Engaging;18/05/2017;;
KN3H2R4V;Zane Levy;GTX Basic;Y-corporation;Lost;18/05/2017;25/06/2017; R$ -   
20QTAZ1L;Zane Levy;MG Special;Lexiqvolax;Lost;18/05/2017;23/05/2017; R$ -   
NJCI3Y9S;Zane Levy;GTXPro;Condax;Won;18/05/2017;03/06/2017;R$ 4.642,00
OATOYNX2;Anna Snelling;MG Special;Bioholding;Won;19/05/2017;27/06/2017;R$ 63,00
GAH11YHT;Boris Faz;MG Advanced;Konex;Lost;19/05/2017;20/05/2017; R$ -   
FT8227WB;Cassey Cress;GTX Plus Basic;Zencorporation;Lost;19/05/2017;01/06/2017; R$ -   
0XHTFQE8;Cassey Cress;GTX Plus Basic;Betasoloin;Won;19/05/2017;19/08/2017;R$ 1.131,00
6I76NXTK;Corliss Cosme;GTX Basic;Ganjaflex;Won;19/05/2017;04/09/2017;R$ 503,00
0FLFT1R4;Corliss Cosme;GTX Basic;Massive Dynamic;Won;19/05/2017;03/08/2017;R$ 516,00
QX4VN0WB;Daniell Hammack;GTX Basic;Mathtouch;Won;19/05/2017;01/09/2017;R$ 592,00
14V0RQBV;Darcel Schlecht;GTXPro;Toughzap;Lost;19/05/2017;27/08/2017; R$ -   
2G82J8WD;Darcel Schlecht;GTXPro;Warephase;Won;19/05/2017;11/09/2017;R$ 4.914,00
00KY25OA;Donn Cantrell;GTX Basic;Condax;Won;19/05/2017;01/06/2017;R$ 564,00
QDDD0L2Y;Elease Gluck;MG Special;Kan-code;Lost;19/05/2017;27/05/2017; R$ -   
6TN4T6HN;Hayden Neloms;GTX Plus Basic;Golddex;Won;19/05/2017;01/06/2017;R$ 964,00
VA2JJZXD;Jonathan Berthelot;GTXPro;Rundofase;Lost;19/05/2017;09/09/2017; R$ -   
MQY3YOQS;Jonathan Berthelot;GTX Basic;Funholding;Won;19/05/2017;02/06/2017;R$ 583,00
MGD7DZAU;Kami Bicknell;GTX Basic;Globex Corporation;Engaging;19/05/2017;;
BRFHWGVC;Kary Hendrixson;GTX Plus Basic;;Engaging;19/05/2017;;
3YWITFR5;Lajuana Vencill;GTX Basic;Ron-tech;Won;19/05/2017;15/08/2017;R$ 440,00
BEKQZ411;Moses Frase;MG Special;Inity;Won;19/05/2017;31/08/2017;R$ 58,00
PK0T5N02;Reed Clapper;GTX Plus Basic;Initech;Won;19/05/2017;26/05/2017;R$ 1.093,00
8Z4ZMS9U;Violet Mclelland;MG Advanced;;Engaging;19/05/2017;;
DTSCBNCX;Violet Mclelland;GTX Plus Basic;Donquadtech;Lost;19/05/2017;12/08/2017; R$ -   
TUDKP25E;Anna Snelling;MG Advanced;Rangreen;Lost;20/05/2017;01/08/2017; R$ -   
JL9ERNVY;Boris Faz;GTX Plus Pro;;Engaging;20/05/2017;;
E1OBRLYZ;Boris Faz;GTX Basic;Zencorporation;Won;20/05/2017;27/05/2017;R$ 529,00
913RPKAD;Cassey Cress;GTXPro;Sumace;Won;20/05/2017;24/05/2017;R$ 4.839,00
JM5GDLEF;Corliss Cosme;GTXPro;;Engaging;20/05/2017;;
NJC209SC;Darcel Schlecht;GTXPro;Cancity;Won;20/05/2017;27/09/2017;R$ 5.961,00
MMUC1AXI;Darcel Schlecht;GTXPro;Gogozoom;Won;20/05/2017;09/08/2017;R$ 5.647,00
X66G66ZA;Darcel Schlecht;MG Special;Toughzap;Won;20/05/2017;18/08/2017;R$ 56,00
PI2PHSBE;Donn Cantrell;GTX Basic;Zencorporation;Lost;20/05/2017;05/08/2017; R$ -   
CYKC7RXH;Donn Cantrell;GTXPro;Kan-code;Lost;20/05/2017;06/08/2017; R$ -   
WXRWSVTT;Garret Kinder;GTX Basic;Kan-code;Won;20/05/2017;18/08/2017;R$ 492,00
81NOKKSW;Gladys Colclough;MG Special;Statholdings;Won;20/05/2017;31/08/2017;R$ 68,00
CP3JY4PE;Hayden Neloms;MG Advanced;Groovestreet;Won;20/05/2017;14/09/2017;R$ 3.728,00
K2683261;Kami Bicknell;GTX Plus Basic;Plusstrip;Won;20/05/2017;13/09/2017;R$ 1.082,00
MPCJV2LA;Kary Hendrixson;GTX Plus Basic;Hatfan;Lost;20/05/2017;21/08/2017; R$ -   
0DDBDPJU;Lajuana Vencill;GTX Basic;Funholding;Won;20/05/2017;05/08/2017;R$ 557,00
RXIQFV8D;Niesha Huffines;MG Special;Dontechi;Won;20/05/2017;09/08/2017;R$ 60,00
5RGYU88R;Versie Hillebrand;GTX Plus Pro;Scottech;Won;20/05/2017;25/05/2017;R$ 5.046,00
F3P73EG4;Versie Hillebrand;MG Special;Gogozoom;Won;20/05/2017;04/08/2017;R$ 53,00
CRLWCEMY;Versie Hillebrand;MG Advanced;Stanredtax;Won;20/05/2017;10/06/2017;R$ 2.807,00
3590U14O;Vicki Laflamme;GTXPro;Plexzap;Lost;20/05/2017;23/08/2017; R$ -   
CFOYAHQ1;Zane Levy;GTXPro;Plusstrip;Lost;20/05/2017;30/05/2017; R$ -   
IQ5ASHI1;Anna Snelling;GTX Basic;Bioholding;Won;21/05/2017;11/08/2017;R$ 475,00
G378ZBNC;Anna Snelling;MG Advanced;Ron-tech;Won;21/05/2017;03/08/2017;R$ 3.031,00
6ZVC87CV;Boris Faz;MG Special;Ontomedia;Won;21/05/2017;09/08/2017;R$ 53,00
4Y1DYANE;Cassey Cress;GTX Plus Basic;Xx-zobam;Won;21/05/2017;04/06/2017;R$ 1.112,00
CX0SXNCN;Corliss Cosme;GTX Basic;Treequote;Engaging;21/05/2017;;
PGYBGBU3;Daniell Hammack;GTXPro;Yearin;Won;21/05/2017;11/09/2017;R$ 4.491,00
GQPQ6XBD;Elease Gluck;GTX Basic;Blackzim;Won;21/05/2017;06/06/2017;R$ 562,00
G4KL8QWY;James Ascencio;GTX Basic;Rantouch;Won;21/05/2017;04/06/2017;R$ 593,00
GIVVPRQQ;Jonathan Berthelot;GTXPro;Hottechi;Won;21/05/2017;30/08/2017;R$ 4.606,00
JF178AXO;Kami Bicknell;GTX Plus Basic;Faxquote;Won;21/05/2017;11/08/2017;R$ 1.100,00
43NBMRFY;Kami Bicknell;GTX Plus Basic;Scotfind;Won;21/05/2017;18/08/2017;R$ 1.198,00
RE3UNESR;Kary Hendrixson;GTX Basic;;Engaging;21/05/2017;;
PPUSV3RG;Kary Hendrixson;GTX Plus Pro;;Engaging;21/05/2017;;
UQ67214Z;Lajuana Vencill;MG Advanced;Dontechi;Won;21/05/2017;20/08/2017;R$ 3.250,00
HDITQL1S;Marty Freudenburg;MG Advanced;Treequote;Won;21/05/2017;05/09/2017;R$ 2.785,00
1WPONGOS;Maureen Marcano;MG Special;Scotfind;Won;21/05/2017;11/08/2017;R$ 49,00
UF0S02A4;Moses Frase;MG Advanced;Inity;Lost;21/05/2017;25/05/2017; R$ -   
ZG1DFNPW;Moses Frase;GTX Basic;Bioholding;Won;21/05/2017;15/09/2017;R$ 547,00
SS9FXCS2;Niesha Huffines;MG Special;Bioholding;Won;21/05/2017;01/08/2017;R$ 57,00
SHE8LB0Y;Rosalina Dieter;MG Special;Fasehatice;Lost;21/05/2017;08/08/2017; R$ -   
9D6NTQ16;Rosalina Dieter;MG Special;Y-corporation;Lost;21/05/2017;06/08/2017; R$ -   
59N6QWQM;Vicki Laflamme;MG Advanced;Sonron;Lost;21/05/2017;23/05/2017; R$ -   
ZHKJIJA1;Vicki Laflamme;GTX Basic;Cheers;Won;21/05/2017;05/08/2017;R$ 572,00
SDL8MJ4R;Violet Mclelland;MG Special;Ontomedia;Won;21/05/2017;10/06/2017;R$ 48,00
G86OKJFV;Anna Snelling;GTX Plus Pro;Isdom;Lost;22/05/2017;31/05/2017; R$ -   
WM7XURV6;Corliss Cosme;GTX Plus Basic;Groovestreet;Engaging;22/05/2017;;
6I125KPN;Daniell Hammack;MG Advanced;;Engaging;22/05/2017;;
HUCB9WIQ;Darcel Schlecht;MG Advanced;Conecom;Lost;22/05/2017;08/09/2017; R$ -   
R8CMI00I;Garret Kinder;GTX Basic;Kan-code;Won;22/05/2017;06/06/2017;R$ 555,00
T7HHH8HK;Garret Kinder;GTX Basic;Konex;Won;22/05/2017;02/09/2017;R$ 476,00
2YLXKON1;Hayden Neloms;MG Advanced;;Engaging;22/05/2017;;
407NLHJH;James Ascencio;GTX Plus Basic;Labdrill;Won;22/05/2017;14/06/2017;R$ 1.090,00
ZJQKUIZ4;Kary Hendrixson;MG Special;Opentech;Engaging;22/05/2017;;
KD63LC6D;Kary Hendrixson;GTX Basic;Condax;Won;22/05/2017;25/09/2017;R$ 584,00
WS3BIQ4S;Markita Hansen;GTX Plus Pro;;Engaging;22/05/2017;;
TB27K4GC;Markita Hansen;GTK 500;Finjob;Won;22/05/2017;14/08/2017;R$ 24.745,00
U177IWW0;Maureen Marcano;GTX Plus Basic;;Engaging;22/05/2017;;
VN8YFKTN;Reed Clapper;GTXPro;Condax;Lost;22/05/2017;25/05/2017; R$ -   
NFFS1KSK;Reed Clapper;GTX Basic;Zotware;Won;22/05/2017;27/05/2017;R$ 512,00
SWEQFKRF;Rosie Papadopoulos;GTXPro;;Engaging;22/05/2017;;
V1T47SKL;Vicki Laflamme;MG Special;Zoomit;Won;22/05/2017;07/06/2017;R$ 60,00
LFPY1Z14;Zane Levy;GTXPro;Hottechi;Lost;22/05/2017;07/09/2017; R$ -   
M6IGBW79;Zane Levy;GTX Plus Basic;Dalttechnology;Won;22/05/2017;08/08/2017;R$ 1.088,00
HYSOZRCG;Boris Faz;GTX Plus Basic;;Engaging;23/05/2017;;
41RF80KQ;Boris Faz;GTX Plus Pro;;Engaging;23/05/2017;;
CYB0NUCJ;Cassey Cress;MG Special;;Engaging;23/05/2017;;
2QGI573A;Corliss Cosme;GTX Basic;The New York Inquirer;Won;23/05/2017;26/05/2017;R$ 463,00
QW4QPPSY;Donn Cantrell;GTX Plus Basic;Gekko & Co;Won;23/05/2017;24/08/2017;R$ 877,00
99L2TNR5;Gladys Colclough;MG Advanced;Hottechi;Won;23/05/2017;24/08/2017;R$ 3.339,00
3H3TNCP5;James Ascencio;GTX Plus Basic;Condax;Engaging;23/05/2017;;
J8Y1OGY2;Jonathan Berthelot;MG Special;Finhigh;Lost;23/05/2017;28/05/2017; R$ -   
7SJD7M9K;Jonathan Berthelot;GTXPro;Funholding;Won;23/05/2017;20/08/2017;R$ 4.180,00
OKNOWHS3;Kary Hendrixson;GTX Plus Basic;Labdrill;Lost;23/05/2017;02/08/2017; R$ -   
VO8WTDHE;Markita Hansen;GTX Basic;Hatfan;Lost;23/05/2017;26/05/2017; R$ -   
5FX5TX9L;Markita Hansen;GTX Plus Pro;Hatfan;Won;23/05/2017;14/08/2017;R$ 4.642,00
TLT4JJ0U;Marty Freudenburg;MG Advanced;Warephase;Lost;23/05/2017;13/09/2017; R$ -   
RA77E84P;Niesha Huffines;GTX Basic;Globex Corporation;Won;23/05/2017;08/09/2017;R$ 578,00
7U225819;Versie Hillebrand;MG Advanced;Gogozoom;Won;23/05/2017;11/08/2017;R$ 3.285,00
075SHVO3;Vicki Laflamme;MG Special;Plexzap;Lost;23/05/2017;12/08/2017; R$ -   
HHNFD7DX;Violet Mclelland;GTX Plus Basic;Xx-zobam;Lost;23/05/2017;29/08/2017; R$ -   
PA55AGYL;Zane Levy;GTXPro;Cheers;Won;23/05/2017;31/05/2017;R$ 5.212,00
V93ZA48C;Cassey Cress;GTX Basic;Donware;Won;24/05/2017;24/09/2017;R$ 614,00
TR3TXXHF;Cassey Cress;GTX Plus Pro;Bubba Gump;Won;24/05/2017;13/09/2017;R$ 5.778,00
11V16SZZ;Corliss Cosme;GTX Basic;Labdrill;Engaging;24/05/2017;;
SURL8H49;Donn Cantrell;MG Advanced;Bubba Gump;Won;24/05/2017;10/09/2017;R$ 3.521,00
3IWUUUCN;Elease Gluck;GTXPro;;Engaging;24/05/2017;;
POXC3DA1;Garret Kinder;GTX Plus Pro;Kinnamplus;Lost;24/05/2017;21/09/2017; R$ -   
KMGXUADZ;Gladys Colclough;GTXPro;Rundofase;Won;24/05/2017;06/08/2017;R$ 5.109,00
K7TV5UBZ;James Ascencio;GTX Plus Pro;;Engaging;24/05/2017;;
X5IZZ69D;James Ascencio;GTX Basic;Doncon;Lost;24/05/2017;20/06/2017; R$ -   
X58FLJ8K;James Ascencio;GTX Plus Pro;Lexiqvolax;Won;24/05/2017;18/09/2017;R$ 5.190,00
IDBXD4OU;Kary Hendrixson;GTX Basic;Scotfind;Lost;24/05/2017;22/08/2017; R$ -   
TDNJDFU6;Kary Hendrixson;GTXPro;Zoomit;Lost;24/05/2017;13/08/2017; R$ -   
KIMUGBN5;Lajuana Vencill;MG Advanced;Dontechi;Lost;24/05/2017;14/08/2017; R$ -   
4G0X8VHP;Markita Hansen;MG Advanced;Y-corporation;Engaging;24/05/2017;;
6BIZ2MB6;Maureen Marcano;MG Special;;Engaging;24/05/2017;;
7U81B9AQ;Maureen Marcano;GTX Plus Basic;Goodsilron;Won;24/05/2017;27/09/2017;R$ 940,00
WGSS08LF;Niesha Huffines;GTXPro;dambase;Lost;24/05/2017;26/08/2017; R$ -   
WC8KQJV9;Rosalina Dieter;GTX Basic;Goodsilron;Won;24/05/2017;06/08/2017;R$ 647,00
FENOSL5C;Vicki Laflamme;GTX Plus Pro;Condax;Won;24/05/2017;17/08/2017;R$ 6.206,00
PQ3CLZ2N;Violet Mclelland;MG Advanced;Massive Dynamic;Won;24/05/2017;10/09/2017;R$ 3.158,00
N4ZJ2PJT;Wilburn Farren;MG Advanced;Donware;Won;24/05/2017;19/08/2017;R$ 2.699,00
32A5TJ6D;Anna Snelling;MG Special;Domzoom;Lost;25/05/2017;13/08/2017; R$ -   
HZCF65PU;Boris Faz;GTX Plus Basic;Plussunin;Won;25/05/2017;04/08/2017;R$ 1.302,00
TCTLOMKP;Cassey Cress;MG Advanced;Bioplex;Won;25/05/2017;27/06/2017;R$ 2.993,00
O0NCMYX9;Cecily Lampkin;GTX Basic;Betatech;Won;25/05/2017;05/06/2017;R$ 460,00
0STR2QEA;Corliss Cosme;GTX Plus Pro;Inity;Engaging;25/05/2017;;
HELQUZNO;Corliss Cosme;GTX Basic;Konex;Won;25/05/2017;25/09/2017;R$ 616,00
V7DHDF8V;Darcel Schlecht;MG Advanced;Scottech;Lost;25/05/2017;07/08/2017; R$ -   
A3OROHUS;Darcel Schlecht;GTXPro;Globex Corporation;Won;25/05/2017;14/08/2017;R$ 4.270,00
CXYWGOPF;Donn Cantrell;GTXPro;Ontomedia;Lost;25/05/2017;21/08/2017; R$ -   
DLQTM07N;Gladys Colclough;GTXPro;Treequote;Won;25/05/2017;22/08/2017;R$ 4.787,00
Y2EC6KYG;Hayden Neloms;MG Advanced;;Engaging;25/05/2017;;
SUXDAQNV;Jonathan Berthelot;GTX Basic;Statholdings;Lost;25/05/2017;28/08/2017; R$ -   
ZT2NKCV5;Jonathan Berthelot;MG Special;Hottechi;Won;25/05/2017;31/05/2017;R$ 55,00
I4YPNNTU;Jonathan Berthelot;MG Advanced;Funholding;Won;25/05/2017;09/08/2017;R$ 3.808,00
2PI827MA;Kary Hendrixson;GTXPro;;Engaging;25/05/2017;;
KOYW9WIV;Lajuana Vencill;GTX Basic;Rundofase;Won;25/05/2017;23/09/2017;R$ 483,00
JRAAPD3L;Lajuana Vencill;MG Advanced;Warephase;Won;25/05/2017;16/09/2017;R$ 3.727,00
21JDZDNJ;Markita Hansen;GTXPro;Faxquote;Won;25/05/2017;14/08/2017;R$ 4.738,00
EP0H3SJO;Marty Freudenburg;GTX Plus Basic;Ron-tech;Won;25/05/2017;04/08/2017;R$ 1.275,00
GIP11NY3;Marty Freudenburg;MG Advanced;Treequote;Won;25/05/2017;19/08/2017;R$ 3.428,00
7X1D49TU;Moses Frase;MG Special;Conecom;Lost;25/05/2017;11/09/2017; R$ -   
PDXFONE0;Reed Clapper;GTXPro;Mathtouch;Won;25/05/2017;07/06/2017;R$ 5.420,00
77WSI0TH;Rosalina Dieter;MG Special;Dalttechnology;Lost;25/05/2017;28/08/2017; R$ -   
DJDVV89L;Versie Hillebrand;MG Special;Dontechi;Won;25/05/2017;11/06/2017;R$ 59,00
ZK4S74FD;Vicki Laflamme;GTX Plus Pro;Singletechno;Engaging;25/05/2017;;
E5V4WT18;Vicki Laflamme;MG Special;Genco Pura Olive Oil Company;Engaging;25/05/2017;;
CYSF0YQN;Anna Snelling;GTX Plus Basic;Dontechi;Lost;26/05/2017;15/08/2017; R$ -   
HEK08UMI;Anna Snelling;MG Advanced;Rangreen;Lost;26/05/2017;19/08/2017; R$ -   
7AXR8U55;Boris Faz;MG Advanced;;Engaging;26/05/2017;;
GRRY4DQR;Boris Faz;GTX Basic;Silis;Won;26/05/2017;15/09/2017;R$ 561,00
S3JAC8GQ;Boris Faz;GTX Plus Basic;Zathunicon;Won;26/05/2017;10/08/2017;R$ 1.354,00
E3JP7HCX;Cassey Cress;MG Special;The New York Inquirer;Won;26/05/2017;18/09/2017;R$ 44,00
FF5G00YD;Corliss Cosme;GTX Basic;Mathtouch;Won;26/05/2017;18/09/2017;R$ 560,00
5975TDTI;Corliss Cosme;GTXPro;Donquadtech;Won;26/05/2017;09/06/2017;R$ 5.324,00
7X0T2QOL;Hayden Neloms;MG Advanced;;Engaging;26/05/2017;;
7KKFQ7LX;Hayden Neloms;MG Advanced;;Engaging;26/05/2017;;
IBZI95HI;James Ascencio;GTX Plus Basic;Zoomit;Engaging;26/05/2017;;
3ATYY665;Kami Bicknell;GTXPro;Conecom;Engaging;26/05/2017;;
GZU4ZSFE;Kami Bicknell;GTXPro;Faxquote;Won;26/05/2017;23/09/2017;R$ 4.924,00
E4KL4NGF;Kary Hendrixson;GTX Basic;Golddex;Won;26/05/2017;07/08/2017;R$ 571,00
QCH2R1VO;Kary Hendrixson;MG Advanced;Konex;Won;26/05/2017;12/08/2017;R$ 4.022,00
SH6F6COK;Lajuana Vencill;GTX Basic;Rundofase;Lost;26/05/2017;12/08/2017; R$ -   
KOJ4SQ1T;Maureen Marcano;MG Special;Groovestreet;Lost;26/05/2017;22/08/2017; R$ -   
DMUQAWQH;Maureen Marcano;GTX Plus Basic;Faxquote;Won;26/05/2017;12/06/2017;R$ 1.030,00
C2RL3DUQ;Moses Frase;MG Advanced;Bioholding;Lost;26/05/2017;09/08/2017; R$ -   
2LTS2CL8;Niesha Huffines;MG Special;Streethex;Lost;26/05/2017;31/05/2017; R$ -   
113O9JCA;Versie Hillebrand;MG Special;Codehow;Lost;26/05/2017;09/09/2017; R$ -   
54XWHO19;Vicki Laflamme;GTX Basic;Hatfan;Lost;26/05/2017;03/08/2017; R$ -   
09RN3MHV;Vicki Laflamme;GTXPro;Kan-code;Won;26/05/2017;21/09/2017;R$ 5.074,00
EPSIB2JR;Violet Mclelland;MG Special;Zoomit;Engaging;26/05/2017;;
YW14K7PE;Wilburn Farren;GTX Plus Pro;Vehement Capital Partners;Won;26/05/2017;23/09/2017;R$ 5.198,00
G1L2YY5P;Zane Levy;GTX Basic;;Engaging;26/05/2017;;
9UYUV724;Zane Levy;GTX Plus Pro;Faxquote;Lost;26/05/2017;06/09/2017; R$ -   
UZI6MKVR;Anna Snelling;MG Special;Betatech;Lost;27/05/2017;24/08/2017; R$ -   
N1H9ILZ9;Anna Snelling;GTX Basic;Conecom;Won;27/05/2017;03/09/2017;R$ 576,00
V8RYC18P;Anna Snelling;MG Special;Stanredtax;Won;27/05/2017;21/08/2017;R$ 57,00
5OQELHMF;Cassey Cress;GTXPro;Konex;Lost;27/05/2017;14/08/2017; R$ -   
NCF4DT7H;Cecily Lampkin;MG Advanced;Condax;Lost;27/05/2017;05/06/2017; R$ -   
DC2JL47C;Daniell Hammack;GTXPro;Dontechi;Engaging;27/05/2017;;
GMN9KQN2;Daniell Hammack;GTXPro;;Engaging;27/05/2017;;
L9WWFYQW;Darcel Schlecht;GTXPro;Codehow;Lost;27/05/2017;18/08/2017; R$ -   
AR2T4LAR;Darcel Schlecht;GTXPro;Scottech;Won;27/05/2017;22/08/2017;R$ 4.432,00
GPC8PLM7;Donn Cantrell;GTX Basic;Kinnamplus;Won;27/05/2017;02/09/2017;R$ 481,00
YA822MOB;James Ascencio;GTX Plus Pro;Y-corporation;Lost;27/05/2017;22/08/2017; R$ -   
JBCQ1ODR;James Ascencio;GTXPro;Newex;Won;27/05/2017;28/08/2017;R$ 5.293,00
M26BSX5S;Jonathan Berthelot;GTXPro;Codehow;Lost;27/05/2017;06/08/2017; R$ -   
PLYYX5CD;Jonathan Berthelot;GTX Plus Pro;Hottechi;Won;27/05/2017;17/08/2017;R$ 5.769,00
JP2EY6QU;Jonathan Berthelot;GTXPro;Globex Corporation;Won;27/05/2017;02/09/2017;R$ 4.929,00
48INT6OA;Jonathan Berthelot;GTXPro;Rundofase;Won;27/05/2017;05/08/2017;R$ 4.924,00
EVDMSM4N;Kami Bicknell;GTX Plus Basic;Blackzim;Lost;27/05/2017;14/08/2017; R$ -   
9FH4OP4U;Kary Hendrixson;GTX Plus Pro;Faxquote;Won;27/05/2017;04/08/2017;R$ 5.312,00
N128I4H8;Kary Hendrixson;MG Special;Nam-zim;Won;27/05/2017;07/06/2017;R$ 66,00
8NKLCSES;Marty Freudenburg;GTX Plus Basic;Toughzap;Won;27/05/2017;18/06/2017;R$ 1.115,00
1ZMWMU21;Marty Freudenburg;MG Advanced;Conecom;Won;27/05/2017;23/08/2017;R$ 3.407,00
R617R51D;Niesha Huffines;GTX Basic;Cancity;Won;27/05/2017;03/09/2017;R$ 540,00
W8E2YLNY;Reed Clapper;GTX Plus Basic;Acme Corporation;Won;27/05/2017;04/09/2017;R$ 1.095,00
TX9VFL4J;Reed Clapper;GTX Plus Basic;Silis;Won;27/05/2017;23/08/2017;R$ 1.019,00
5ELX1QYM;Vicki Laflamme;GTX Plus Basic;Green-Plus;Lost;27/05/2017;30/05/2017; R$ -   
RTQVKK41;Vicki Laflamme;GTXPro;Scotfind;Lost;27/05/2017;17/08/2017; R$ -   
9DEDEQ5O;Vicki Laflamme;GTXPro;Green-Plus;Won;27/05/2017;14/09/2017;R$ 4.477,00
Z8JLMCOM;Vicki Laflamme;GTXPro;Hatfan;Won;27/05/2017;02/06/2017;R$ 4.644,00
1O58TWRZ;Anna Snelling;GTX Basic;Finhigh;Lost;28/05/2017;20/08/2017; R$ -   
RHOZIG9P;Anna Snelling;GTX Plus Basic;Cancity;Lost;28/05/2017;13/06/2017; R$ -   
VXTVHC1Z;Boris Faz;GTX Plus Pro;;Engaging;28/05/2017;;
52Q1PYGW;Boris Faz;GTX Plus Basic;Zotware;Won;28/05/2017;08/06/2017;R$ 940,00
56ZJUSNG;Daniell Hammack;GTXPro;Acme Corporation;Won;28/05/2017;07/06/2017;R$ 5.378,00
Y92RU9V8;Daniell Hammack;GTXPro;Kan-code;Won;28/05/2017;15/06/2017;R$ 4.712,00
SXV6VZVC;Darcel Schlecht;GTX Plus Basic;Bioholding;Won;28/05/2017;25/08/2017;R$ 1.118,00
BGY307FC;Donn Cantrell;GTX Plus Pro;Ganjaflex;Won;28/05/2017;11/08/2017;R$ 5.695,00
BAN0BVHW;Donn Cantrell;GTXPro;Yearin;Won;28/05/2017;05/08/2017;R$ 4.462,00
GV9G96Z1;Garret Kinder;GTXPro;Plussunin;Lost;28/05/2017;30/08/2017; R$ -   
Z75R686C;Hayden Neloms;MG Advanced;Singletechno;Won;28/05/2017;28/08/2017;R$ 3.701,00
BO1ZOZG2;Kary Hendrixson;GTX Plus Basic;Ontomedia;Engaging;28/05/2017;;
OERROEPM;Markita Hansen;GTX Basic;;Engaging;28/05/2017;;
12GLKKV4;Markita Hansen;GTX Plus Basic;J-Texon;Won;28/05/2017;08/06/2017;R$ 941,00
VDD7H92Q;Maureen Marcano;GTX Plus Basic;Hatfan;Won;28/05/2017;05/06/2017;R$ 1.171,00
83JP1K4E;Rosalina Dieter;GTK 500;Rantouch;Won;28/05/2017;28/08/2017;R$ 24.899,00
ME3H0RUJ;Rosalina Dieter;MG Advanced;Rantouch;Won;28/05/2017;21/09/2017;R$ 3.418,00
W8E76HJG;Vicki Laflamme;GTX Basic;Hottechi;Won;28/05/2017;08/06/2017;R$ 537,00
MWSPTOQK;Zane Levy;GTXPro;;Engaging;28/05/2017;;
IMB2N710;Zane Levy;GTX Plus Basic;Rantouch;Won;28/05/2017;04/08/2017;R$ 1.053,00
OJBBZHM4;Anna Snelling;GTX Basic;Genco Pura Olive Oil Company;Won;29/05/2017;11/06/2017;R$ 497,00
2PQORQGO;Boris Faz;GTX Plus Pro;Zencorporation;Won;29/05/2017;13/09/2017;R$ 5.714,00
I3RW4OMF;Cecily Lampkin;GTX Basic;Bioholding;Won;29/05/2017;29/08/2017;R$ 611,00
RY6T3GLC;Corliss Cosme;GTXPro;Zathunicon;Engaging;29/05/2017;;
LG8ZAMCB;Corliss Cosme;GTXPro;Opentech;Won;29/05/2017;11/06/2017;R$ 5.642,00
XJ8UTM6B;Corliss Cosme;GTXPro;Umbrella Corporation;Won;29/05/2017;11/06/2017;R$ 5.081,00
CVGTFBZE;Darcel Schlecht;GTXPro;Cancity;Won;29/05/2017;02/08/2017;R$ 3.985,00
RW02HG5P;Donn Cantrell;MG Advanced;Bluth Company;Won;29/05/2017;11/06/2017;R$ 3.313,00
7W8CQJ2Z;Elease Gluck;MG Advanced;Plexzap;Won;29/05/2017;11/06/2017;R$ 3.850,00
M03IHS3P;Gladys Colclough;GTX Plus Basic;Scottech;Won;29/05/2017;06/08/2017;R$ 917,00
GX3SHSEA;Gladys Colclough;MG Special;Streethex;Won;29/05/2017;08/08/2017;R$ 56,00
8G3HB5S6;James Ascencio;GTX Basic;;Engaging;29/05/2017;;
9KTHISLX;James Ascencio;MG Advanced;Lexiqvolax;Lost;29/05/2017;18/08/2017; R$ -   
Q808L4HZ;James Ascencio;GTXPro;Newex;Won;29/05/2017;07/08/2017;R$ 5.194,00
IWQP4M72;Jonathan Berthelot;GTX Plus Basic;Bioholding;Lost;29/05/2017;29/08/2017; R$ -   
MPME6VZD;Kami Bicknell;GTX Plus Basic;Dontechi;Engaging;29/05/2017;;
EUYJDW9C;Kary Hendrixson;GTXPro;;Engaging;29/05/2017;;
3GOXMQPF;Kary Hendrixson;GTX Plus Basic;Golddex;Won;29/05/2017;17/08/2017;R$ 1.002,00
1WZ5N86Q;Kary Hendrixson;GTX Plus Pro;Hottechi;Won;29/05/2017;17/08/2017;R$ 6.042,00
C3QK8M7F;Markita Hansen;GTX Plus Pro;Sonron;Won;29/05/2017;15/06/2017;R$ 4.423,00
9BXXDYH9;Markita Hansen;MG Special;Groovestreet;Won;29/05/2017;18/08/2017;R$ 45,00
YRTI0EKE;Rosalina Dieter;GTX Basic;;Engaging;29/05/2017;;
4X3H9YD5;Rosalina Dieter;GTK 500;Kan-code;Won;29/05/2017;29/08/2017;R$ 25.791,00
K83L4L0I;Rosie Papadopoulos;MG Advanced;Mathtouch;Won;29/05/2017;17/06/2017;R$ 2.918,00
E9C7WXQL;Versie Hillebrand;GTX Plus Basic;Streethex;Won;29/05/2017;19/09/2017;R$ 959,00
UMXZFLO8;Zane Levy;GTXPro;;Engaging;29/05/2017;;
